255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
255	255	255	255	255	255	240	154	0	0	0	0	0	140	233	255	255
255	255	255	255	255	208	0	0	0	0	0	0	0	0	0	255	255
255	255	255	255	217	0	0	0	0	189	255	217	0	0	0	255	255
255	255	255	240	0	0	0	0	233	255	255	255	255	178	178	255	255
255	255	255	167	0	0	0	199	255	255	255	255	255	255	255	255	255
255	255	255	0	0	0	77	255	255	255	255	255	255	255	255	255	255
255	255	208	0	0	0	167	255	255	255	255	255	255	255	255	255	255
255	255	167	0	0	0	208	255	255	255	255	255	255	255	255	255	255
255	255	140	0	0	0	225	255	255	255	255	255	255	255	255	255	255
255	255	77	0	0	0	255	255	255	255	255	255	255	255	255	255	255
255	255	0	0	0	0	255	255	255	255	255	255	255	255	255	255	255
255	255	0	0	0	0	255	255	0	0	0	0	0	0	0	255	255
255	255	0	0	0	0	255	255	0	0	0	0	0	0	0	255	255
255	255	104	0	0	0	255	255	255	255	255	0	0	0	0	255	255
255	255	140	0	0	0	225	255	255	255	255	0	0	0	0	255	255
255	255	178	0	0	0	208	255	255	255	255	0	0	0	0	255	255
255	255	217	0	0	0	154	255	255	255	255	0	0	0	0	255	255
255	255	255	0	0	0	0	255	255	255	225	0	0	0	0	255	255
255	255	255	167	0	0	0	178	255	255	167	0	0	0	0	255	255
255	255	255	255	0	0	0	0	199	225	0	0	0	0	0	255	255
255	255	255	255	233	0	0	0	0	0	0	0	0	0	0	255	255
255	255	255	255	255	233	104	0	0	0	124	217	0	0	0	255	255
255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
